NO.,자소서,질문
453,"최근 GS건설은 빌딩형 차량기지 건설공사인 T301 프로젝트 현장에서 무재해 4000만 인시를 달성하고 무재해 표창상을 받으며 그 기술력을 널리 알리고 있습니다. 세계 최대 규모이자 세계 최초인 T301 프로젝트는 GS건설의 글로벌 건설사로서의 위상을 드높이고 사업 확대에 힘을 가해주고 있습니다. 또한, 호주에서 노스 이스트 링크 프로젝트로 EPC 사업뿐만 아니라 PPP로 GS건설의 기술력을 입증받았습니다. 이뿐만 아니라 최근 전 세계적인 트렌드인 ESG 경영에도 앞장서고 있습니다. GS건설의 자회사인 에네르마와 함께 리튬이온배터리 리사이클링 사업으로 재활용 공정에 앞서나가고 있습니다. 친환경 조끼 도입으로 지속적인 발전에 기여하는 기업으로서의 면모를 보여주고 있습니다. 이러한 미래 발전에 가장 적합한 해외 투자와 그 효율성을 높여가는 사업으로 GS건설은 고객사들의 니즈를 충족시켜주고 있습니다. 저는 이러한 기술의 발전을 즉각 이용하고 지속적으로 발전하여 건설업계의 미래를 이끌어가는 GS건설의 설계 효율성 향상에 힘쓰고자 지원하게 되었습니다. 저는 '기존 중복 탭 제거로 압축기 효율 40% 향상', '공정 실습 결과 분석으로 11 μm 패턴 구현'과 같은 창의적인 설계와 공정 분석력 역량을 취득하였습니다. 또한, 공정 엔지니어 양성과정에서 전장설계와 PLC 회로 구성 프로젝트로 설계와 실제 현장 사이의 문제 발생 차이점을 알게 되었습니다. 이러한 경험으로 쌓은 공학 사고력과 분석력을 기반으로 설계에서 효율성 향상과 설계 최적화에 앞장서는 기계설계 엔지니어가 되겠습니다.",GS건설이 글로벌 건설사로서 어떻게 세계 최대 규모인 T301 프로젝트를 통해 위상을 높이고 있는지 말씀해 주세요.
454,"최근 GS건설은 빌딩형 차량기지 건설공사인 T301 프로젝트 현장에서 무재해 4000만 인시를 달성하고 무재해 표창상을 받으며 그 기술력을 널리 알리고 있습니다. 세계 최대 규모이자 세계 최초인 T301 프로젝트는 GS건설의 글로벌 건설사로서의 위상을 드높이고 사업 확대에 힘을 가해주고 있습니다. 또한, 호주에서 노스 이스트 링크 프로젝트로 EPC 사업뿐만 아니라 PPP로 GS건설의 기술력을 입증받았습니다. 이뿐만 아니라 최근 전 세계적인 트렌드인 ESG 경영에도 앞장서고 있습니다. GS건설의 자회사인 에네르마와 함께 리튬이온배터리 리사이클링 사업으로 재활용 공정에 앞서나가고 있습니다. 친환경 조끼 도입으로 지속적인 발전에 기여하는 기업으로서의 면모를 보여주고 있습니다. 이러한 미래 발전에 가장 적합한 해외 투자와 그 효율성을 높여가는 사업으로 GS건설은 고객사들의 니즈를 충족시켜주고 있습니다. 저는 이러한 기술의 발전을 즉각 이용하고 지속적으로 발전하여 건설업계의 미래를 이끌어가는 GS건설의 설계 효율성 향상에 힘쓰고자 지원하게 되었습니다. 저는 '기존 중복 탭 제거로 압축기 효율 40% 향상', '공정 실습 결과 분석으로 12 μm 패턴 구현'과 같은 창의적인 설계와 공정 분석력 역량을 취득하였습니다. 또한, 공정 엔지니어 양성과정에서 전장설계와 PLC 회로 구성 프로젝트로 설계와 실제 현장 사이의 문제 발생 차이점을 알게 되었습니다. 이러한 경험으로 쌓은 공학 사고력과 분석력을 기반으로 설계에서 효율성 향상과 설계 최적화에 앞장서는 기계설계 엔지니어가 되겠습니다.",GS건설이 호주에서 PPP로 노스 이스트 링크 프로젝트를 수행한 경험에 대해 어떻게 평가하시나요?
455,"최근 GS건설은 빌딩형 차량기지 건설공사인 T301 프로젝트 현장에서 무재해 4000만 인시를 달성하고 무재해 표창상을 받으며 그 기술력을 널리 알리고 있습니다. 세계 최대 규모이자 세계 최초인 T301 프로젝트는 GS건설의 글로벌 건설사로서의 위상을 드높이고 사업 확대에 힘을 가해주고 있습니다. 또한, 호주에서 노스 이스트 링크 프로젝트로 EPC 사업뿐만 아니라 PPP로 GS건설의 기술력을 입증받았습니다. 이뿐만 아니라 최근 전 세계적인 트렌드인 ESG 경영에도 앞장서고 있습니다. GS건설의 자회사인 에네르마와 함께 리튬이온배터리 리사이클링 사업으로 재활용 공정에 앞서나가고 있습니다. 친환경 조끼 도입으로 지속적인 발전에 기여하는 기업으로서의 면모를 보여주고 있습니다. 이러한 미래 발전에 가장 적합한 해외 투자와 그 효율성을 높여가는 사업으로 GS건설은 고객사들의 니즈를 충족시켜주고 있습니다. 저는 이러한 기술의 발전을 즉각 이용하고 지속적으로 발전하여 건설업계의 미래를 이끌어가는 GS건설의 설계 효율성 향상에 힘쓰고자 지원하게 되었습니다. 저는 '기존 중복 탭 제거로 압축기 효율 40% 향상', '공정 실습 결과 분석으로 13 μm 패턴 구현'과 같은 창의적인 설계와 공정 분석력 역량을 취득하였습니다. 또한, 공정 엔지니어 양성과정에서 전장설계와 PLC 회로 구성 프로젝트로 설계와 실제 현장 사이의 문제 발생 차이점을 알게 되었습니다. 이러한 경험으로 쌓은 공학 사고력과 분석력을 기반으로 설계에서 효율성 향상과 설계 최적화에 앞장서는 기계설계 엔지니어가 되겠습니다.","GS건설이 ESG 경영 및 친환경 사업에 주목하고 있는데, 이러한 노력이 회사의 발전에 어떤 역할을 하는지 알려주세요."
456,"최근 GS건설은 빌딩형 차량기지 건설공사인 T301 프로젝트 현장에서 무재해 4000만 인시를 달성하고 무재해 표창상을 받으며 그 기술력을 널리 알리고 있습니다. 세계 최대 규모이자 세계 최초인 T301 프로젝트는 GS건설의 글로벌 건설사로서의 위상을 드높이고 사업 확대에 힘을 가해주고 있습니다. 또한, 호주에서 노스 이스트 링크 프로젝트로 EPC 사업뿐만 아니라 PPP로 GS건설의 기술력을 입증받았습니다. 이뿐만 아니라 최근 전 세계적인 트렌드인 ESG 경영에도 앞장서고 있습니다. GS건설의 자회사인 에네르마와 함께 리튬이온배터리 리사이클링 사업으로 재활용 공정에 앞서나가고 있습니다. 친환경 조끼 도입으로 지속적인 발전에 기여하는 기업으로서의 면모를 보여주고 있습니다. 이러한 미래 발전에 가장 적합한 해외 투자와 그 효율성을 높여가는 사업으로 GS건설은 고객사들의 니즈를 충족시켜주고 있습니다. 저는 이러한 기술의 발전을 즉각 이용하고 지속적으로 발전하여 건설업계의 미래를 이끌어가는 GS건설의 설계 효율성 향상에 힘쓰고자 지원하게 되었습니다. 저는 '기존 중복 탭 제거로 압축기 효율 40% 향상', '공정 실습 결과 분석으로 14 μm 패턴 구현'과 같은 창의적인 설계와 공정 분석력 역량을 취득하였습니다. 또한, 공정 엔지니어 양성과정에서 전장설계와 PLC 회로 구성 프로젝트로 설계와 실제 현장 사이의 문제 발생 차이점을 알게 되었습니다. 이러한 경험으로 쌓은 공학 사고력과 분석력을 기반으로 설계에서 효율성 향상과 설계 최적화에 앞장서는 기계설계 엔지니어가 되겠습니다.",GS건설이 에네르마와 함께 진행하는 리튬이온배터리 리사이클링 사업과 친환경 조끼 도입 등의 사례에 대해 어떻게 생각하시나요?
457,"최근 GS건설은 빌딩형 차량기지 건설공사인 T301 프로젝트 현장에서 무재해 4000만 인시를 달성하고 무재해 표창상을 받으며 그 기술력을 널리 알리고 있습니다. 세계 최대 규모이자 세계 최초인 T301 프로젝트는 GS건설의 글로벌 건설사로서의 위상을 드높이고 사업 확대에 힘을 가해주고 있습니다. 또한, 호주에서 노스 이스트 링크 프로젝트로 EPC 사업뿐만 아니라 PPP로 GS건설의 기술력을 입증받았습니다. 이뿐만 아니라 최근 전 세계적인 트렌드인 ESG 경영에도 앞장서고 있습니다. GS건설의 자회사인 에네르마와 함께 리튬이온배터리 리사이클링 사업으로 재활용 공정에 앞서나가고 있습니다. 친환경 조끼 도입으로 지속적인 발전에 기여하는 기업으로서의 면모를 보여주고 있습니다. 이러한 미래 발전에 가장 적합한 해외 투자와 그 효율성을 높여가는 사업으로 GS건설은 고객사들의 니즈를 충족시켜주고 있습니다. 저는 이러한 기술의 발전을 즉각 이용하고 지속적으로 발전하여 건설업계의 미래를 이끌어가는 GS건설의 설계 효율성 향상에 힘쓰고자 지원하게 되었습니다. 저는 '기존 중복 탭 제거로 압축기 효율 40% 향상', '공정 실습 결과 분석으로 15 μm 패턴 구현'과 같은 창의적인 설계와 공정 분석력 역량을 취득하였습니다. 또한, 공정 엔지니어 양성과정에서 전장설계와 PLC 회로 구성 프로젝트로 설계와 실제 현장 사이의 문제 발생 차이점을 알게 되었습니다. 이러한 경험으로 쌓은 공학 사고력과 분석력을 기반으로 설계에서 효율성 향상과 설계 최적화에 앞장서는 기계설계 엔지니어가 되겠습니다.","GS건설이 미래 발전을 위해 해외 투자와 다양한 사업을 추진하고 있는데, 이 중에서 특히 관심 있는 사업이 있나요?"
458,"최근 GS건설은 빌딩형 차량기지 건설공사인 T301 프로젝트 현장에서 무재해 4000만 인시를 달성하고 무재해 표창상을 받으며 그 기술력을 널리 알리고 있습니다. 세계 최대 규모이자 세계 최초인 T301 프로젝트는 GS건설의 글로벌 건설사로서의 위상을 드높이고 사업 확대에 힘을 가해주고 있습니다. 또한, 호주에서 노스 이스트 링크 프로젝트로 EPC 사업뿐만 아니라 PPP로 GS건설의 기술력을 입증받았습니다. 이뿐만 아니라 최근 전 세계적인 트렌드인 ESG 경영에도 앞장서고 있습니다. GS건설의 자회사인 에네르마와 함께 리튬이온배터리 리사이클링 사업으로 재활용 공정에 앞서나가고 있습니다. 친환경 조끼 도입으로 지속적인 발전에 기여하는 기업으로서의 면모를 보여주고 있습니다. 이러한 미래 발전에 가장 적합한 해외 투자와 그 효율성을 높여가는 사업으로 GS건설은 고객사들의 니즈를 충족시켜주고 있습니다. 저는 이러한 기술의 발전을 즉각 이용하고 지속적으로 발전하여 건설업계의 미래를 이끌어가는 GS건설의 설계 효율성 향상에 힘쓰고자 지원하게 되었습니다. 저는 '기존 중복 탭 제거로 압축기 효율 40% 향상', '공정 실습 결과 분석으로 16 μm 패턴 구현'과 같은 창의적인 설계와 공정 분석력 역량을 취득하였습니다. 또한, 공정 엔지니어 양성과정에서 전장설계와 PLC 회로 구성 프로젝트로 설계와 실제 현장 사이의 문제 발생 차이점을 알게 되었습니다. 이러한 경험으로 쌓은 공학 사고력과 분석력을 기반으로 설계에서 효율성 향상과 설계 최적화에 앞장서는 기계설계 엔지니어가 되겠습니다.","기존 중복 탭 제거로 압축기 효율 40% 향상', '공정 실습 결과 분석으로 10 μm 패턴 구현'과 같은 창의적인 설계와 분석력 역량을 발휘한 경험에 대해 자세히 설명해 주세요."
459,"최근 GS건설은 빌딩형 차량기지 건설공사인 T301 프로젝트 현장에서 무재해 4000만 인시를 달성하고 무재해 표창상을 받으며 그 기술력을 널리 알리고 있습니다. 세계 최대 규모이자 세계 최초인 T301 프로젝트는 GS건설의 글로벌 건설사로서의 위상을 드높이고 사업 확대에 힘을 가해주고 있습니다. 또한, 호주에서 노스 이스트 링크 프로젝트로 EPC 사업뿐만 아니라 PPP로 GS건설의 기술력을 입증받았습니다. 이뿐만 아니라 최근 전 세계적인 트렌드인 ESG 경영에도 앞장서고 있습니다. GS건설의 자회사인 에네르마와 함께 리튬이온배터리 리사이클링 사업으로 재활용 공정에 앞서나가고 있습니다. 친환경 조끼 도입으로 지속적인 발전에 기여하는 기업으로서의 면모를 보여주고 있습니다. 이러한 미래 발전에 가장 적합한 해외 투자와 그 효율성을 높여가는 사업으로 GS건설은 고객사들의 니즈를 충족시켜주고 있습니다. 저는 이러한 기술의 발전을 즉각 이용하고 지속적으로 발전하여 건설업계의 미래를 이끌어가는 GS건설의 설계 효율성 향상에 힘쓰고자 지원하게 되었습니다. 저는 '기존 중복 탭 제거로 압축기 효율 40% 향상', '공정 실습 결과 분석으로 17 μm 패턴 구현'과 같은 창의적인 설계와 공정 분석력 역량을 취득하였습니다. 또한, 공정 엔지니어 양성과정에서 전장설계와 PLC 회로 구성 프로젝트로 설계와 실제 현장 사이의 문제 발생 차이점을 알게 되었습니다. 이러한 경험으로 쌓은 공학 사고력과 분석력을 기반으로 설계에서 효율성 향상과 설계 최적화에 앞장서는 기계설계 엔지니어가 되겠습니다.",설계와 실제 현장 간의 문제 발생 차이점을 인식한 경험이 설계 효율성 향상에 어떻게 기여할 수 있을지 생각해보시고 말씀해 주세요.
460,"작년 여름 극단적 이상기후로 인한 폭우와 태풍으로 수많은 피해가 있었습니다. 각 기관과 학자들의 의견은 다르지만 지구 온난화로 인한 기후변화가 가장 큰 원인임에는 의견이 모이는 추세입니다. 일각에서는 이러한 극단적 이상기후를 두고 ‘뉴노멀’이라 칭하며 인간이 일으킨 지구 온난화로 인한 현실의 심화를 막기 위한 대비와 공존의 필요성을 강조하고 있습니다. 이에 따라 전 세계적으로 탄소 중립, 기후변화와 같은 환경문제를 해결하기 위해 많은 기업이 ESG 경영에 힘쓰고 있습니다. 건설업은 시공을 해야 한다는 특성이 있으므로 탄소 중립을 실천하기가 쉽지 않다고 생각합니다. 하지만 GS건설은 발전소 폐열 활용 스마트팜 단지 조성, 미국 SGH2 에너지와 신재생 그린 수소 플랜트 모듈 개발과 같은 사업을 지속하며 앞장서고 있습니다. 최근 많은 고객이 친환경 제품, 재활용에 관심이 많아지며 기업에도 요구하는 것이 많아지고 있습니다. 단순한 재활용 재료 사용부터 장기적인 고효율 기계 설계와 생분해성 소재 개발로 고객에게 다가가야 합니다. 이렇게 기업과 고객이 뜻을 맞춰 환경에 조금 더 관심을 가진다면 유의미한 결과를 낼 수 있습니다. 또한, 해외 사업장에서 재생에너지 사용의 확대와 폐기물 발생을 최소화하여 글로벌 친환경 기업이라는 이미지도 가져야 합니다. 지금부터 ESG 경영에 힘써 나가야 향후 탄소배출권과 같은 기업을 향한 제한에도 자유로울 것으로 생각합니다. 설계 엔지니어는 지속적으로 설계하며 건축에서 가장 기초가 되는 부분을 담당하고 있습니다. 저 또한 설계에서 항상 탄소 배출량을 줄이는 방안을 생각하며 GS건설의 기술력을 이용한 탄소중립에 기여하겠습니다.","기후변화와 환경문제에 대한 인식이 고객들과 기업들의 요구로 점차 높아지고 있는 상황에서, 당신이 GS건설의 설계 엔지니어로서 기여하고 싶은 환경 관련 프로젝트나 사업이 있다면 어떤 것이 있을까요?"
461,"작년 여름 극단적 이상기후로 인한 폭우와 태풍으로 수많은 피해가 있었습니다. 각 기관과 학자들의 의견은 다르지만 지구 온난화로 인한 기후변화가 가장 큰 원인임에는 의견이 모이는 추세입니다. 일각에서는 이러한 극단적 이상기후를 두고 ‘뉴노멀’이라 칭하며 인간이 일으킨 지구 온난화로 인한 현실의 심화를 막기 위한 대비와 공존의 필요성을 강조하고 있습니다. 이에 따라 전 세계적으로 탄소 중립, 기후변화와 같은 환경문제를 해결하기 위해 많은 기업이 ESG 경영에 힘쓰고 있습니다. 건설업은 시공을 해야 한다는 특성이 있으므로 탄소 중립을 실천하기가 쉽지 않다고 생각합니다. 하지만 GS건설은 발전소 폐열 활용 스마트팜 단지 조성, 미국 SGH3 에너지와 신재생 그린 수소 플랜트 모듈 개발과 같은 사업을 지속하며 앞장서고 있습니다. 최근 많은 고객이 친환경 제품, 재활용에 관심이 많아지며 기업에도 요구하는 것이 많아지고 있습니다. 단순한 재활용 재료 사용부터 장기적인 고효율 기계 설계와 생분해성 소재 개발로 고객에게 다가가야 합니다. 이렇게 기업과 고객이 뜻을 맞춰 환경에 조금 더 관심을 가진다면 유의미한 결과를 낼 수 있습니다. 또한, 해외 사업장에서 재생에너지 사용의 확대와 폐기물 발생을 최소화하여 글로벌 친환경 기업이라는 이미지도 가져야 합니다. 지금부터 ESG 경영에 힘써 나가야 향후 탄소배출권과 같은 기업을 향한 제한에도 자유로울 것으로 생각합니다. 설계 엔지니어는 지속적으로 설계하며 건축에서 가장 기초가 되는 부분을 담당하고 있습니다. 저 또한 설계에서 항상 탄소 배출량을 줄이는 방안을 생각하며 GS건설의 기술력을 이용한 탄소중립에 기여하겠습니다.","GS건설이 환경문제에 대한 대비와 공존을 강조하는 ESG 경영을 실천하는데 있어서, 설계 엔지니어로서 어떻게 기업의 노력을 지원하고 기존 방식을 개선하고자 하시나요?"
462,"작년 여름 극단적 이상기후로 인한 폭우와 태풍으로 수많은 피해가 있었습니다. 각 기관과 학자들의 의견은 다르지만 지구 온난화로 인한 기후변화가 가장 큰 원인임에는 의견이 모이는 추세입니다. 일각에서는 이러한 극단적 이상기후를 두고 ‘뉴노멀’이라 칭하며 인간이 일으킨 지구 온난화로 인한 현실의 심화를 막기 위한 대비와 공존의 필요성을 강조하고 있습니다. 이에 따라 전 세계적으로 탄소 중립, 기후변화와 같은 환경문제를 해결하기 위해 많은 기업이 ESG 경영에 힘쓰고 있습니다. 건설업은 시공을 해야 한다는 특성이 있으므로 탄소 중립을 실천하기가 쉽지 않다고 생각합니다. 하지만 GS건설은 발전소 폐열 활용 스마트팜 단지 조성, 미국 SGH4 에너지와 신재생 그린 수소 플랜트 모듈 개발과 같은 사업을 지속하며 앞장서고 있습니다. 최근 많은 고객이 친환경 제품, 재활용에 관심이 많아지며 기업에도 요구하는 것이 많아지고 있습니다. 단순한 재활용 재료 사용부터 장기적인 고효율 기계 설계와 생분해성 소재 개발로 고객에게 다가가야 합니다. 이렇게 기업과 고객이 뜻을 맞춰 환경에 조금 더 관심을 가진다면 유의미한 결과를 낼 수 있습니다. 또한, 해외 사업장에서 재생에너지 사용의 확대와 폐기물 발생을 최소화하여 글로벌 친환경 기업이라는 이미지도 가져야 합니다. 지금부터 ESG 경영에 힘써 나가야 향후 탄소배출권과 같은 기업을 향한 제한에도 자유로울 것으로 생각합니다. 설계 엔지니어는 지속적으로 설계하며 건축에서 가장 기초가 되는 부분을 담당하고 있습니다. 저 또한 설계에서 항상 탄소 배출량을 줄이는 방안을 생각하며 GS건설의 기술력을 이용한 탄소중립에 기여하겠습니다.",설계 단계에서 탄소 배출량을 줄이는 방안을 고려하며 기존 설계에 어떤 변화나 개선을 시도해보았는지 설명해주세요.
463,"작년 여름 극단적 이상기후로 인한 폭우와 태풍으로 수많은 피해가 있었습니다. 각 기관과 학자들의 의견은 다르지만 지구 온난화로 인한 기후변화가 가장 큰 원인임에는 의견이 모이는 추세입니다. 일각에서는 이러한 극단적 이상기후를 두고 ‘뉴노멀’이라 칭하며 인간이 일으킨 지구 온난화로 인한 현실의 심화를 막기 위한 대비와 공존의 필요성을 강조하고 있습니다. 이에 따라 전 세계적으로 탄소 중립, 기후변화와 같은 환경문제를 해결하기 위해 많은 기업이 ESG 경영에 힘쓰고 있습니다. 건설업은 시공을 해야 한다는 특성이 있으므로 탄소 중립을 실천하기가 쉽지 않다고 생각합니다. 하지만 GS건설은 발전소 폐열 활용 스마트팜 단지 조성, 미국 SGH5 에너지와 신재생 그린 수소 플랜트 모듈 개발과 같은 사업을 지속하며 앞장서고 있습니다. 최근 많은 고객이 친환경 제품, 재활용에 관심이 많아지며 기업에도 요구하는 것이 많아지고 있습니다. 단순한 재활용 재료 사용부터 장기적인 고효율 기계 설계와 생분해성 소재 개발로 고객에게 다가가야 합니다. 이렇게 기업과 고객이 뜻을 맞춰 환경에 조금 더 관심을 가진다면 유의미한 결과를 낼 수 있습니다. 또한, 해외 사업장에서 재생에너지 사용의 확대와 폐기물 발생을 최소화하여 글로벌 친환경 기업이라는 이미지도 가져야 합니다. 지금부터 ESG 경영에 힘써 나가야 향후 탄소배출권과 같은 기업을 향한 제한에도 자유로울 것으로 생각합니다. 설계 엔지니어는 지속적으로 설계하며 건축에서 가장 기초가 되는 부분을 담당하고 있습니다. 저 또한 설계에서 항상 탄소 배출량을 줄이는 방안을 생각하며 GS건설의 기술력을 이용한 탄소중립에 기여하겠습니다.","친환경 제품과 재활용에 대한 고객들의 요구가 증가함에 따라, 당신이 설계 엔지니어로서 고려하고 있는 친환경 설계 혹은 재활용에 관련된 새로운 기술이나 소재가 있다면 무엇인가요?"
464,"작년 여름 극단적 이상기후로 인한 폭우와 태풍으로 수많은 피해가 있었습니다. 각 기관과 학자들의 의견은 다르지만 지구 온난화로 인한 기후변화가 가장 큰 원인임에는 의견이 모이는 추세입니다. 일각에서는 이러한 극단적 이상기후를 두고 ‘뉴노멀’이라 칭하며 인간이 일으킨 지구 온난화로 인한 현실의 심화를 막기 위한 대비와 공존의 필요성을 강조하고 있습니다. 이에 따라 전 세계적으로 탄소 중립, 기후변화와 같은 환경문제를 해결하기 위해 많은 기업이 ESG 경영에 힘쓰고 있습니다. 건설업은 시공을 해야 한다는 특성이 있으므로 탄소 중립을 실천하기가 쉽지 않다고 생각합니다. 하지만 GS건설은 발전소 폐열 활용 스마트팜 단지 조성, 미국 SGH6 에너지와 신재생 그린 수소 플랜트 모듈 개발과 같은 사업을 지속하며 앞장서고 있습니다. 최근 많은 고객이 친환경 제품, 재활용에 관심이 많아지며 기업에도 요구하는 것이 많아지고 있습니다. 단순한 재활용 재료 사용부터 장기적인 고효율 기계 설계와 생분해성 소재 개발로 고객에게 다가가야 합니다. 이렇게 기업과 고객이 뜻을 맞춰 환경에 조금 더 관심을 가진다면 유의미한 결과를 낼 수 있습니다. 또한, 해외 사업장에서 재생에너지 사용의 확대와 폐기물 발생을 최소화하여 글로벌 친환경 기업이라는 이미지도 가져야 합니다. 지금부터 ESG 경영에 힘써 나가야 향후 탄소배출권과 같은 기업을 향한 제한에도 자유로울 것으로 생각합니다. 설계 엔지니어는 지속적으로 설계하며 건축에서 가장 기초가 되는 부분을 담당하고 있습니다. 저 또한 설계에서 항상 탄소 배출량을 줄이는 방안을 생각하며 GS건설의 기술력을 이용한 탄소중립에 기여하겠습니다.","ESG 경영에 힘써 나가는 기업으로서, GS건설이 건설업에서 탄소 중립을 실현하는데 있어서 어떤 분야에서 가장 주도적으로 노력하고 있는지 인식하고 있으신가요?"
465,"작년 여름 극단적 이상기후로 인한 폭우와 태풍으로 수많은 피해가 있었습니다. 각 기관과 학자들의 의견은 다르지만 지구 온난화로 인한 기후변화가 가장 큰 원인임에는 의견이 모이는 추세입니다. 일각에서는 이러한 극단적 이상기후를 두고 ‘뉴노멀’이라 칭하며 인간이 일으킨 지구 온난화로 인한 현실의 심화를 막기 위한 대비와 공존의 필요성을 강조하고 있습니다. 이에 따라 전 세계적으로 탄소 중립, 기후변화와 같은 환경문제를 해결하기 위해 많은 기업이 ESG 경영에 힘쓰고 있습니다. 건설업은 시공을 해야 한다는 특성이 있으므로 탄소 중립을 실천하기가 쉽지 않다고 생각합니다. 하지만 GS건설은 발전소 폐열 활용 스마트팜 단지 조성, 미국 SGH7 에너지와 신재생 그린 수소 플랜트 모듈 개발과 같은 사업을 지속하며 앞장서고 있습니다. 최근 많은 고객이 친환경 제품, 재활용에 관심이 많아지며 기업에도 요구하는 것이 많아지고 있습니다. 단순한 재활용 재료 사용부터 장기적인 고효율 기계 설계와 생분해성 소재 개발로 고객에게 다가가야 합니다. 이렇게 기업과 고객이 뜻을 맞춰 환경에 조금 더 관심을 가진다면 유의미한 결과를 낼 수 있습니다. 또한, 해외 사업장에서 재생에너지 사용의 확대와 폐기물 발생을 최소화하여 글로벌 친환경 기업이라는 이미지도 가져야 합니다. 지금부터 ESG 경영에 힘써 나가야 향후 탄소배출권과 같은 기업을 향한 제한에도 자유로울 것으로 생각합니다. 설계 엔지니어는 지속적으로 설계하며 건축에서 가장 기초가 되는 부분을 담당하고 있습니다. 저 또한 설계에서 항상 탄소 배출량을 줄이는 방안을 생각하며 GS건설의 기술력을 이용한 탄소중립에 기여하겠습니다.","GS건설이 건설 프로젝트를 수행하는 과정에서 환경에 미치는 영향을 최소화하기 위한 혁신적인 방법이나 기술이 있다면, 해당 기술에 대해 어떻게 평가하시나요?"
466,"작년 여름 극단적 이상기후로 인한 폭우와 태풍으로 수많은 피해가 있었습니다. 각 기관과 학자들의 의견은 다르지만 지구 온난화로 인한 기후변화가 가장 큰 원인임에는 의견이 모이는 추세입니다. 일각에서는 이러한 극단적 이상기후를 두고 ‘뉴노멀’이라 칭하며 인간이 일으킨 지구 온난화로 인한 현실의 심화를 막기 위한 대비와 공존의 필요성을 강조하고 있습니다. 이에 따라 전 세계적으로 탄소 중립, 기후변화와 같은 환경문제를 해결하기 위해 많은 기업이 ESG 경영에 힘쓰고 있습니다. 건설업은 시공을 해야 한다는 특성이 있으므로 탄소 중립을 실천하기가 쉽지 않다고 생각합니다. 하지만 GS건설은 발전소 폐열 활용 스마트팜 단지 조성, 미국 SGH8 에너지와 신재생 그린 수소 플랜트 모듈 개발과 같은 사업을 지속하며 앞장서고 있습니다. 최근 많은 고객이 친환경 제품, 재활용에 관심이 많아지며 기업에도 요구하는 것이 많아지고 있습니다. 단순한 재활용 재료 사용부터 장기적인 고효율 기계 설계와 생분해성 소재 개발로 고객에게 다가가야 합니다. 이렇게 기업과 고객이 뜻을 맞춰 환경에 조금 더 관심을 가진다면 유의미한 결과를 낼 수 있습니다. 또한, 해외 사업장에서 재생에너지 사용의 확대와 폐기물 발생을 최소화하여 글로벌 친환경 기업이라는 이미지도 가져야 합니다. 지금부터 ESG 경영에 힘써 나가야 향후 탄소배출권과 같은 기업을 향한 제한에도 자유로울 것으로 생각합니다. 설계 엔지니어는 지속적으로 설계하며 건축에서 가장 기초가 되는 부분을 담당하고 있습니다. 저 또한 설계에서 항상 탄소 배출량을 줄이는 방안을 생각하며 GS건설의 기술력을 이용한 탄소중립에 기여하겠습니다.","GS건설과 같은 대규모 기업에서 환경에 대한 ESG 경영을 실천하고자 할 때, 조직 내에서 설계 엔지니어와의 협력이 중요하다고 생각하시나요? 설계 엔지니어가 기업의 환경 관련 노력에 어떻게 기여할 수 있다고 생각하시나요?"
467,"작년 여름 극단적 이상기후로 인한 폭우와 태풍으로 수많은 피해가 있었습니다. 각 기관과 학자들의 의견은 다르지만 지구 온난화로 인한 기후변화가 가장 큰 원인임에는 의견이 모이는 추세입니다. 일각에서는 이러한 극단적 이상기후를 두고 ‘뉴노멀’이라 칭하며 인간이 일으킨 지구 온난화로 인한 현실의 심화를 막기 위한 대비와 공존의 필요성을 강조하고 있습니다. 이에 따라 전 세계적으로 탄소 중립, 기후변화와 같은 환경문제를 해결하기 위해 많은 기업이 ESG 경영에 힘쓰고 있습니다. 건설업은 시공을 해야 한다는 특성이 있으므로 탄소 중립을 실천하기가 쉽지 않다고 생각합니다. 하지만 GS건설은 발전소 폐열 활용 스마트팜 단지 조성, 미국 SGH9 에너지와 신재생 그린 수소 플랜트 모듈 개발과 같은 사업을 지속하며 앞장서고 있습니다. 최근 많은 고객이 친환경 제품, 재활용에 관심이 많아지며 기업에도 요구하는 것이 많아지고 있습니다. 단순한 재활용 재료 사용부터 장기적인 고효율 기계 설계와 생분해성 소재 개발로 고객에게 다가가야 합니다. 이렇게 기업과 고객이 뜻을 맞춰 환경에 조금 더 관심을 가진다면 유의미한 결과를 낼 수 있습니다. 또한, 해외 사업장에서 재생에너지 사용의 확대와 폐기물 발생을 최소화하여 글로벌 친환경 기업이라는 이미지도 가져야 합니다. 지금부터 ESG 경영에 힘써 나가야 향후 탄소배출권과 같은 기업을 향한 제한에도 자유로울 것으로 생각합니다. 설계 엔지니어는 지속적으로 설계하며 건축에서 가장 기초가 되는 부분을 담당하고 있습니다. 저 또한 설계에서 항상 탄소 배출량을 줄이는 방안을 생각하며 GS건설의 기술력을 이용한 탄소중립에 기여하겠습니다.",탄소 중립에 가까운 환경을 실현하기 위해 설계 엔지니어로서 당신이 특히 강조하고 있는 가치나 신념은 무엇인가요?
